Subject,Condition,JOL,Recall,Direction,ex,bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,0,0,F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,0,0,F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,0,100,F,1,0,,,Average of Recall,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,0,0,F,1,0,,,,B,,,,,,,,,,,B Total,F,,,,,,,,,,,F Total,S,,,,,,,,,,,S Total,U,,,,,,,,,,,U Total,(blank),(blank) Total,Grand Total
52,D,0,0,F,3,0,,,4,16.12903226,25,26,19.14893617,25.64102564,31.70731707,23.4375,32.55813953,36.53846154,32.8125,36.36363636,30.70077864,36.06557377,48.14814815,45.23809524,69.23076923,78.57142857,75.67567568,60.37735849,74.46808511,76.38888889,77.33333333,76.15176152,70.03329634,38.02816901,21.73913043,60,60.71428571,62.85714286,67.6056338,57.14285714,58.62068966,60.56338028,59.03614458,66.43678161,60.73619632,8.415841584,4.301075269,18.91891892,5.769230769,10.25641026,16.07142857,18.75,16.66666667,20,30.43478261,19.89795918,13.5443038,,,45.06726457
60,D,0,0,F,3,0,,,114,,0,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,100,100,100,,,,,,,,,,,,,,,50
64,D,0,0,F,3,0,,,115,,,0,,50,75,,100,100,,,70,,,,,,,50,100,100,100,,87.5,,,100,,,100,100,100,60,100,100,85.71428571,0,0,,,0,33.33333333,,,100,,,18.18181818,,,65.11627907
137,D_JOL A 2,0,0,F,4,0,,,116,0,33.33333333,40,0,0,,0,,,100,6.25,14.70588235,100,100,33.33333333,66.66666667,100,100,100,,,100,27.77777778,52.94117647,0,,37.5,0,80,0,,,100,,40,38.88888889,0,33.33333333,0,0,,,,,0,0,0,3.703703704,,,29.00763359
137,D_JOL A 2,0,0,F,4,0,,,117,,0,,0,50,0,,33.33333333,0,100,28.57142857,27.5862069,,,,100,66.66666667,100,100,100,100,0,81.25,81.48148148,100,,,,,100,100,100,50,0,52.94117647,62.06896552,0,,0,33.33333333,0,0,0,0,,0,8.333333333,7.142857143,,,44.24778761
145,D_JOL A 2,0,0,F,4,0,,,118,,,,,,,,,,,28.57142857,28.57142857,,,,,,,,,,,100,100,,,,,,0,,,,,50,46.15384615,,0,,,,0,,,0,0,0,0,,,54.16666667
145,D_JOL A 2,0,0,F,4,0,,,119,50,,100,,,,,,,0,29.41176471,30.76923077,100,,50,,,0,,,100,0,75,72.22222222,60,50,,0,100,,,,,0,75,68.42105263,0,,25,,0,0,0,,0,100,29.16666667,24.32432432,,,48.66666667
145,D_JOL A 2,0,0,F,4,0,,,120,0,100,100,,33.33333333,100,,0,50,100,75,58.82352941,0,100,100,0,,100,100,100,50,100,100,84,66.66666667,,,100,50,100,100,100,100,,60,80.95238095,0,,,,,,,,,,,0,,,65.75342466
145,D_JOL A 2,0,0,F,4,0,,,121,0,100,0,,,,100,100,,60,58.82352941,61.29032258,66.66666667,,50,,100,,,100,,100,94.11764706,89.28571429,50,0,,,,,,,100,100,91.66666667,86.20689655,25,0,0,,,,,100,,50,60,30,,,66.10169492
145,D_JOL A 2,0,100,F,4,0,,,122,,33.33333333,,,,0,0,,,100,67.85714286,62.16216216,66.66666667,,50,,,83.33333333,,,100,100,83.33333333,81.08108108,0,,,,,100,,,100,75,86.66666667,81.57894737,27.27272727,33.33333333,33.33333333,,0,40,,,0,,0,26.92307692,,,65.94202899
145,D_JOL A 2,0,0,F,4,0,,,123,22.22222222,0,0,0,,0,25,0,0,0,0,9.677419355,75,66.66666667,,0,50,,,50,50,83.33333333,0,59.09090909,100,50,,,100,0,75,0,0,28.57142857,44.44444444,46.42857143,0,0,0,,0,,,0,,,,0,,,28.71287129
145,D_JOL A 2,0,0,F,4,0,,,124,12.5,0,25,0,33.33333333,25,25,33.33333333,50,,,20.58823529,0,100,80,66.66666667,83.33333333,66.66666667,,0,100,50,100,70.96774194,25,50,100,,66.66666667,80,60,33.33333333,50,0,100,54.83870968,0,0,0,0,0,0,0,,0,,,0,,,35.9375
121,D_JOL A 2,0,0,F,4,0,,,125,,,,,,,,,,,33.33333333,33.33333333,,,,,,,,,,,,,,,,,,,,,100,100,100,100,25,,,,,,,,,100,,40,,,61.53846154
121,D_JOL A 2,0,100,F,4,0,,,126,,,,,,,,,,,53.84615385,53.84615385,50,,,,,,,,,100,85.29411765,83.78378378,0,0,,,,,,,,,78.37837838,74.35897436,25,,,,,,,,,0,30.3030303,28.94736842,,,60.13071895
121,D_JOL A 2,0,100,F,4,0,,,127,,0,100,,,,50,100,,100,83.33333333,78.57142857,100,,,,100,100,,,,100,100,100,100,,,,100,100,,100,50,100,91.66666667,90.90909091,100,50,,,100,100,100,100,,0,80,76.92307692,,,88.23529412
129,D_JOL A 2,0,0,F,4,0,,,128,,0,,,,,0,,100,,0,33.33333333,100,,,,,0,100,,,80,100,81.81818182,100,,,100,50,0,100,50,100,100,100,78.57142857,0,0,0,0,,0,,0,,,,0,,,53.65853659
129,D_JOL A 2,0,0,F,4,0,,,129,0,,,,,,,,,33.33333333,48.27586207,44.44444444,33.33333333,,,,,66.66666667,100,,,80,96.15384615,86.84210526,,,,,,,,,,66.66666667,86.48648649,85,0,,,,0,25,0,0,100,,36.84210526,28.125,,,63.01369863
129,D_JOL A 2,0,100,F,4,0,,,130,,,0,,0,100,20,0,0,,50,33.33333333,,100,,,50,0,,100,100,50,83.33333333,71.42857143,,,,,0,100,100,100,0,100,66.66666667,66.66666667,,0,50,0,100,,0,,,,,18.18181818,,,47.27272727
134,D_JOL B 2,0,100,F,4,0,,,131,25,0,0,,,,,,,,8.333333333,10,0,0,,,,100,,,,,48,40.625,50,0,,,,100,,,,,25,30.3030303,0,0,,,,,,0,,,0,0,,,21.31147541
138,D_JOL B 2,0,0,F,4,0,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,80,,50,,,,50,,,,,,50,,,66.66666667
138,D_JOL B 2,0,0,F,4,0,,,133,,0,0,,0,,,,,100,,25,,,,,,,,,,,100,100,,,,,,,,,,100,66.66666667,71.42857143,,0,,,,,,,,,,0,,,57.14285714
138,D_JOL B 2,0,0,F,4,0,,,134,,,0,,,100,,,0,,50,46.15384615,100,,,0,,,,,100,100,93.33333333,89.47368421,,0,,,,100,,,,100,75,75,0,0,50,0,,,,100,,,100,21.42857143,,,62.12121212
154,D_JOL B 2,0,100,F,4,0,,,135,100,33.33333333,16.66666667,10,20,0,16.66666667,0,0,,0,16.21621622,0,16.66666667,0,50,100,66.66666667,60,66.66666667,66.66666667,,100,45.94594595,50,,71.42857143,50,75,66.66666667,0,14.28571429,66.66666667,33.33333333,100,50,,0,12.5,0,0,0,,,0,,,2.941176471,,,29.72972973
154,D_JOL B 2,0,0,F,4,0,,,136,60,0,,,,30,,0,,0,35.29411765,32.43243243,0,,,,,100,,,,100,86.20689655,78.37837838,71.42857143,,,,,50,,,,,79.31034483,76.31578947,13.33333333,,,,,20,,0,,0,36.36363636,21.21212121,,,53.10344828
150,D_JOL B 2,0,0,F,4,0,,,137,0,,,,,100,,,,,0,12.5,0,,,100,,0,,0,100,,100,50,33.33333333,,50,0,100,,,,,0,100,46.15384615,10.52631579,0,0,0,,,,,100,,,13.04347826,,,26.92307692
154,D_JOL B 2,0,100,F,4,0,,,138,0,0,,,,100,,,50,40,40,33.33333333,0,,,,,0,0,0,60,85.71428571,80,56.52173913,0,,,,,,66.66666667,,50,37.5,77.77777778,48.27586207,20,0,,100,100,100,100,,,100,100,57.14285714,,,48.27586207
154,D_JOL B 2,0,100,F,4,0,,,139,,0,0,,,25,50,0,0,0,0,7.692307692,,0,,,,0,40,,66.66666667,0,41.17647059,37.93103448,,0,,,,50,,50,,33.33333333,25,29.03225806,,,,,0,33.33333333,0,,0,0,0,3.703703704,,,20.3539823
122,D_JOL B 2,0,0,F,4,0,,,141,0,,0,0,0,50,0,0,0,33.33333333,0,7.894736842,,,0,100,50,71.42857143,40,50,57.14285714,66.66666667,66.66666667,55,,50,20,25,0,0,0,33.33333333,0,100,66.66666667,28.94736842,0,0,0,0,0,0,0,20,0,50,0,5.714285714,,,25.16556291
122,D_JOL B 2,0,100,F,4,0,,,142,,,,,,50,,,,0,60,50,,100,,,,,,,100,,100,100,,,,,,50,,,,0,66.66666667,56.25,,0,,,,,,,,,,0,,,57.57575758
126,D_JOL B 2,0,100,F,4,0,,,143,0,,,0,0,0,100,0,25,0,,8.695652174,50,,0,50,50,33.33333333,0,100,0,50,0,39.13043478,0,,0,0,0,0,0,14.28571429,50,40,0,13.79310345,0,,0,0,0,0,,0,,0,,0,,,15.15151515
122,D_JOL B 2,0,100,F,4,0,,,144,50,33.33333333,0,100,50,12.5,,100,0,0,37.5,29.03225806,33.33333333,0,0,0,100,100,66.66666667,80,100,60,100,70.58823529,100,0,,,100,80,75,,100,66.66666667,60,69.6969697,0,0,33.33333333,0,,0,,,,,0,4,,,46.34146341
126,D_JOL B 2,0,0,F,4,0,,,145,0,0,0,33.33333333,0,16.66666667,0,100,0,0,100,12.12121212,14.28571429,0,0,80,100,75,100,100,88.88888889,100,100,63.88888889,0,0,,,,66.66666667,100,60,42.85714286,75,100,48.48484848,0,0,0,0,,0,,,,0,,0,,,31.61764706
131,D_JOL C 2,0,0,F,4,0,,,146,,100,,66.66666667,50,100,,0,50,100,50,65,,100,100,,0,100,100,100,100,100,100,95.23809524,,,,,,83.33333333,100,100,100,100,84.61538462,88,,0,50,33.33333333,50,,,0,,,,25,,,74.35897436
135,D_JOL C 2,0,0,F,4,0,,,147,,,100,75,,,,,,,,85.71428571,,,85.71428571,100,,,,,,,,92.85714286,,,100,100,,,,,,,,100,,,100,,,,,,,,,100,,,95.34883721
131,D_JOL C 2,0,0,F,4,0,,,148,,50,50,0,0,33.33333333,0,25,,,,19.35483871,,,50,100,66.66666667,60,36.36363636,66.66666667,50,,,54.54545455,,,100,,100,80,50,100,66.66666667,,,75,,0,12.5,0,0,0,0,0,,,,4.166666667,,,39.65517241
131,D_JOL C 2,0,0,F,4,0,,,150,0,,,100,33.33333333,16.66666667,100,50,66.66666667,0,55.55555556,43.24324324,0,,,100,66.66666667,83.33333333,100,100,75,100,62.5,79.41176471,0,,,100,100,100,60,100,80,75,78.57142857,73.68421053,40,0,25,0,0,0,0,0,0,33.33333333,33.33333333,15.15151515,,,53.52112676
131,D_JOL C 2,0,0,F,4,0,,,151,,0,,,,0,,,,,10.52631579,10,0,0,,,,,,,,,42.85714286,38.70967742,20,0,,,,100,,,,,21.875,23.07692308,0,0,,,,,,,,,0,0,,,17.36111111
131,D_JOL C 2,0,0,F,4,0,,,152,0,0,0,0,,,,,,0,0,0,100,100,,,,100,,,,33.33333333,,66.66666667,50,,,0,,0,,,,0,,16.66666667,0,0,,0,,,,,,0,,0,,,17.24137931
143,D_JOL C 2,0,0,F,4,0,,,153,,,,,0,25,36.36363636,60,71.42857143,0,,44.82758621,,,,100,100,100,100,85.71428571,76.92307692,100,,87.09677419,,,,,0,66.66666667,80,62.5,63.63636364,75,,65.625,14.28571429,0,25,0,0,0,,,,,,8.695652174,,,54.7826087
143,D_JOL C 2,0,100,F,4,0,,,154,0,0,0,0,33.33333333,0,,0,,100,100,13.63636364,75,100,50,100,100,100,100,50,100,,,85.71428571,50,0,75,100,100,60,100,,100,,,68.75,0,0,0,0,,0,0,0,0,,,0,,,40
151,D_JOL C 2,0,0,F,4,0,,,(blank),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,D_JOL C 2,0,0,F,4,0,,,(blank),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,D_JOL C 2,0,100,F,4,0,,,Grand Total,19.27710843,27.3381295,21.53846154,19.87179487,26.05633803,31.26760563,30.20833333,37.03703704,34.74576271,35.67708333,40,33.19395304,39.39393939,50,52.85714286,58.97435897,66.66666667,73.70030581,63.54166667,73.71134021,72.62773723,73.16455696,73.33923826,68.50741559,43.71584699,36.36363636,49.45054945,50,47.82608696,64.74576271,52.55102041,60.62176166,58.66141732,60.35242291,66.59242762,60.02404569,9.207459207,8.288288288,11.58536585,6.880733945,12.5,14.28571429,10.14492754,11.76470588,25.80645161,21.62162162,21.58273381,11.64812239,,,44.34740806
119,D_JOL C 2,0,100,F,4,0,,,MEAN,19.27710843,27.3381295,21.53846154,19.87179487,26.05633803,31.26760563,30.20833333,37.03703704,34.74576271,35.67708333,40,,39.39393939,50,52.85714286,58.97435897,66.66666667,73.70030581,63.54166667,73.71134021,72.62773723,73.16455696,73.33923826,,43.71584699,36.36363636,49.45054945,50,47.82608696,64.74576271,52.55102041,60.62176166,58.66141732,60.35242291,66.59242762,,9.207459207,8.288288288,11.58536585,6.880733945,12.5,14.28571429,10.14492754,11.76470588,25.80645161,21.62162162,21.58273381,,,,
116,D_JOL C 2,0,100,F,4,0,,,SD,30.34592935,35.90479525,38.74763571,35.82439812,34.12061125,34.7708278,35.35028032,39.49313501,36.16681365,35.78638416,30.65491085,,41.03661609,42.59402313,40.80835127,42.38199814,36.89898612,33.70311094,35.94596744,35.26036995,31.18555251,30.92384974,27.5120329,,40.81416065,40.81990109,38.57270373,42.75744086,40.98598476,37.70994675,39.4940553,37.53521735,36.88132197,35.85029437,24.47507475,,21.54255382,22.85313125,18.63009814,16.50066854,33.48711704,28.68575071,30.52085024,32.78243094,40.95518293,35.48524063,35.7028959,,,,
123,D_JOL C 2,0,0,F,4,0,,,SE,2.641274124,3.125111297,3.372548799,3.118113625,2.969818013,3.0264121,3.076846968,3.437436184,3.147917072,3.114804935,2.668167512,,3.571778969,3.707333852,3.551911067,3.688879445,3.211644505,2.933479275,3.128694876,3.069021275,2.71435394,2.691575638,2.394615099,,3.552416708,3.552916349,3.357322925,3.721557539,3.567372077,3.282229568,3.437516286,3.267021326,3.210107038,3.120367604,2.130281821,,1.875038636,1.989109759,1.621541907,1.436198851,2.91467942,2.496774122,2.656499034,2.853344367,3.564691122,3.088593755,3.107538214,,,,
123,D_JOL C 2,0,100,F,4,0,,,95%CI,5.176897284,6.125218142,6.610195645,6.111502705,5.820843306,5.931767716,6.030620057,6.737374921,6.169917461,6.105017673,5.229608324,,7.000686779,7.266374351,6.961745691,7.230203713,6.294823231,5.74961938,6.132241958,6.015281698,5.320133723,5.27548825,4.693445595,,6.962736747,6.963716045,6.580352932,7.294252777,6.992049271,6.433169954,6.73753192,6.4033618,6.291809795,6.115920504,4.175352368,,3.675075727,3.898655129,3.178222138,2.814949747,5.712771662,4.893677279,5.206738106,5.59255496,6.9867946,6.053643759,6.0907749,,,,
123,D_JOL C 2,0,100,F,4,0,,,UPPER,24.45400572,33.46334764,28.14865718,25.98329758,31.87718133,37.19937335,36.23895339,43.77441196,40.91568017,41.78210101,45.22960832,,46.39462617,57.26637435,59.81888855,66.20456269,72.9614899,79.44992519,69.67390862,79.7266219,77.94787095,78.44004521,78.03268386,,50.67858374,43.32735241,56.03090238,57.29425278,54.81813623,71.17893267,59.28855233,67.02512346,64.95322712,66.46834341,70.76777999,,12.88253493,12.18694342,14.76358799,9.695683692,18.21277166,19.17939156,15.35166564,17.35726084,32.79324621,27.67526538,27.67350871,,,,
123,D_JOL C 2,0,100,F,4,0,,,LOWER,14.10021115,21.21291135,14.92826589,13.76029217,20.23549472,25.33583792,24.17771328,30.29966212,28.57584525,29.57206566,34.77039168,,32.39325262,42.73362565,45.89539717,51.74415526,60.37184344,67.95068643,57.40942471,67.69605851,67.3076035,67.88906871,68.64579267,,36.75311025,29.39992032,42.87019652,42.70574722,40.83403769,58.31259276,45.81348849,54.21839986,52.36960753,54.2365024,62.41707525,,5.53238348,4.38963316,8.407143715,4.065784198,6.787228338,9.392037007,4.93818943,6.172150923,18.81965701,15.56797786,15.49195891,,,,
127,D_JOL C 2,0,100,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,D_JOL D 2,0,100,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,D_JOL D 2,0,100,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,D_JOL D 2,0,0,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,D_JOL D 2,0,100,F,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,A,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,A,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,B,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,10,100,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,C,10,0,F,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,A,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,A,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,B,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,B,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,B,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,B,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,B,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,B,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,B,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,B,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,C,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,C,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,C,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,D,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,D,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,D,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,D,10,0,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,D,10,100,F,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,B,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,B,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,B,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,B,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,B,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,B,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,C,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,C,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,C,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,C,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,C,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,C,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,C,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,C,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,C,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,C,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,C,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,D,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,D,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,D,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,D,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,D,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,D,10,100,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,D,10,0,F,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
